Station Name,City,State,Latitude,Longitude,Operator,Usage Type,Connector Type,Power (kW)
Ultralink EVCS Charging Station,Thiruvananthapuram ,Kerala,8.330756913,77.14237583,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Ultralink EVCS Charging Station,Thiruvananthapuram ,Kerala,8.330756913,77.14237583,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Club Mahindra Resort Poovar,Thiruvananthapuram ,Kerala,8.306583673,77.08608641,Zeon Charging,Public - Membership Required,Type 2 (Tethered Connector) ,22
Club Mahindra Resort Poovar,Thiruvananthapuram ,Kerala,8.306583673,77.08608641,Zeon Charging,Public - Membership Required,Type 2 (Tethered Connector) ,22
Powerhub EVCS Attukal,Thiruvananthapuram ,Kerala,8.466545109,76.96080801,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Powerhub EVCS Attukal,Thiruvananthapuram ,Kerala,8.466545109,76.96080801,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Sleeba & Sons Station,Thiruvananthapuram ,Kerala,8.544983421,76.97229844,Statiq (IN),Public - Membership Required,CCS (Type 2),60
JKV Power Hub ,Thiruvananthapuram ,Kerala,8.503667854,76.95391617,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Hilton Garden Inn Trivandrum,Thiruvananthapuram ,Kerala,8.499635232,76.95029906,Statiq (IN),Public - Membership Required,CCS (Type 2),60
Hilton Garden Inn Trivandrum,Thiruvananthapuram ,Kerala,8.499635232,76.95029906,Statiq (IN),Public - Membership Required,CCS (Type 2),60
CBC Motors Charging Station,Thiruvananthapuram ,Kerala,8.465871552,76.93909758,Statiq (IN),Public - Membership Required,CCS (Type 2),60
Trivandrum Airport T1,Thiruvananthapuram ,Kerala,8.476057965,76.91830975,Adani Gas-EV (TR),Public - Membership Required,CCS (Type 2),30
Trivandrum Airport T1,Thiruvananthapuram ,Kerala,8.476057965,76.91830975,Adani Gas-EV (TR),Public - Membership Required,GB-T DC - GB/T 20234.3,20
Trivandrum Airport T2,Thiruvananthapuram ,Kerala,8.488386744,76.92245063,Adani Gas-EV (TR),Public - Membership Required,CCS (Type 2),30
Trivandrum Airport T2,Thiruvananthapuram ,Kerala,8.488386744,76.92245063,Adani Gas-EV (TR),Public - Membership Required,GB-T DC - GB/T 20234.3,20
V Kay Super Market,Thiruvananthapuram ,Kerala,8.575089637,76.86841739,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
ChargeMOD EVCS Hub,Thiruvananthapuram ,Kerala,8.550683857,76.87848778,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
ChargeMOD EVCS Hub,Thiruvananthapuram ,Kerala,8.550683857,76.87848778,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
ChargeMOD EVCS Hub,Thiruvananthapuram ,Kerala,8.550683857,76.87848778,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Delta Power Kulathoor,Thiruvananthapuram ,Kerala,8.542037313,76.87581948,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Delta Power Kulathoor,Thiruvananthapuram ,Kerala,8.542037313,76.87581948,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Delta Power Kulathoor,Thiruvananthapuram ,Kerala,8.542037313,76.87581948,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
KIMS Hospital Trivandrum (EVOK),Thiruvananthapuram ,Kerala,8.514470785,76.90784744,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Alpha EVCS Yahoo Super Bazar,Thiruvanthapuram,Kerala,8.510831845,76.90484032,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Alpha EVCS Yahoo Super Bazar,Thiruvanthapuram,Kerala,8.510831845,76.90484032,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Mansavi SuperCharge Point,G B Nagar,Uttar Pradesh,28.45518637,77.50358521,(Unknown Operator),Public,CCS (Type 2),30
Sri Sai Kanchetty Family Restaurant,Dichpally,Telangana,18.63217084,78.20817023,Chargezone (India),Public - Membership Required,CCS (Type 2),60
Hotel Topline,Dhule,Maharashtra,20.83696798,74.75561015,Chargezone (India),Public - Membership Required,CCS (Type 2),60
Hotel Mayur Express,Sangamner,Maharashtra,19.52011448,74.20273682,Chargezone (India),Public - Membership Required,CCS (Type 2),30
FC - JioBP - The Bengal Dhaba,Kalyani,West Bengal,22.9226685,88.45628434,JIO BP Pulse (India),Public,CCS (Type 2),60
FC - JioBP - WBSDCL Athupur,Barrakpore,West Bengal,22.8394671,88.38586414,JIO BP Pulse (India),Public,CCS (Type 2),30
FC - JioBP - WBSDCL Athupur,Barrakpore,West Bengal,22.8394671,88.38586414,JIO BP Pulse (India),Public,Unknown,3.2
FC - Jio-BP - Khardaha,Khardaha,West Bengal,22.70657212,88.37434853,JIO BP Pulse (India),Public,CCS (Type 2),60
FC - Tata Power - Taj Raajkutir,Kolkata,West Bengal,22.57350556,88.40230026,Tata Power,Public,CCS (Type 2),30
Azadpur Metro Station,Delhi,Delhi,28.70661176,77.1821076,JIO BP Pulse (India),Public,CCS (Type 2),60
Village Vatika Restaurant And Hotel,Danora,Madhya Pradesh,21.88567059,77.88399107,(Unknown Operator),Public,CCS (Type 2),60
Vithal Kamats,Hinganghat,Maharashtra,20.57443904,78.88230402,(Unknown Operator),Public,CCS (Type 2),30
Hotel Bluemoon,Miduthuru,Andhra Pradesh,15.02621864,77.62107334,(Unknown Operator),Public - Membership Required,CCS (Type 2),150
Hotel Bluemoon,Miduthuru,Andhra Pradesh,15.02621864,77.62107334,(Unknown Operator),Public - Membership Required,CCS (Type 2),30
Mahaveer Ventures Hotel and Resort - The Padival Grand,Puttur,Karnataka,12.76619,75.19666,Zeon Charging,Public,CCS (Type 2),24
Mahaveer Ventures Hotel and Resort - The Padival Grand,Puttur,Karnataka,12.76619,75.19666,Zeon Charging,Public,Type 2 (Tethered Connector) ,22
Silavattam Village,"Madurathakam, Chengalpattu Dt",Tamil Nadu,12.48148773,79.8625223,(Unknown Operator),"Private - For Staff, Visitors or Customers",Unknown,
Mahalaxmi EV Charging STATION,Gautaum Buddha Nagar ,uttar pradesh ,28.54753,77.44491,(Unknown Operator),Public,Unknown,9
Mahalaxmi EV Charging STATION,Gautaum Buddha Nagar ,uttar pradesh ,28.54753,77.44491,(Unknown Operator),Public,CCS (Type 2),7.4
"Baboos Triangle, Zeon Charging Station",Kunnamkulam ,Kerala,10.71947926,76.07748035,Zeon Charging,Public,CCS (Type 2),60
Etron Energies,Chennai,Tamil Nadu,13.07148,80.11256,Zeon Charging,Public,CCS (Type 2),30
Regency Tiruttani by GRT Hotels,Thiruttani,Tamil Nadu,13.19516,79.64576,Zeon Charging,Public,CCS (Type 2),24
RB Business Centre,Vellore,Tamil Nadu,12.86196,79.13251,Zeon Charging,Public,CCS (Type 2),30
Regency Sameera Vellore by GRT Hotels,Vellore,Tamil Nadu,12.93209,79.13843,Zeon Charging,Public,CCS (Type 2),24
7 Star Green Veg Restaurant,Vaniyambadi,Tamil Nadu,12.64682,78.58269,Zeon Charging,Public,CCS (Type 2),60
7 Star Green Veg Restaurant,Vaniyambadi,Tamil Nadu,12.64682,78.58269,Zeon Charging,Public,CCS (Type 2),60
"Cafe Udupi Ruchi, Ulundurpet",Ulundurpet,Tamil Nadu,11.71937,79.33668,Zeon Charging,Public,CCS (Type 2),30
Hotel Sri Anandhas,Veppur,Tamil Nadu,11.59206,79.15621,Zeon Charging,Public,CCS (Type 2),50
"Adyar Ananda Bhavan, Kallakurichi",Kallakurichi,Tamil Nadu,11.71086,78.94797,Zeon Charging,Public,CCS (Type 2),60
"Adyar Ananda Bhavan, Attur",Attur,Tamil Nadu,11.592,78.62726,Zeon Charging,Public,CCS (Type 2),50
"Adyar Ananda Bhavan, Attur",Attur,Tamil Nadu,11.592,78.62726,Zeon Charging,Public,CCS (Type 2),50
Aswins Veg Restaurant,Perambalur,Tamil Nadu,11.209,78.8828,Zeon Charging,Public,CCS (Type 2),30
Aswins Veg Restaurant,Perambalur,Tamil Nadu,11.209,78.8828,Zeon Charging,Public,CCS (Type 2),50
AVS Imperiaa,Karaikal,Puducherry,10.93799,79.8224,Zeon Charging,Public,CCS (Type 2),24
Golden Sand,Velankanni,Tamil Nadu,10.68292,79.8478,Zeon Charging,Public,Type 2 (Tethered Connector) ,22
Golden Sand,Velankanni,Tamil Nadu,10.68292,79.8478,Zeon Charging,Public,CCS (Type 2),24
"Jayaraj Karz, Vallam Pudur Sethi",Thanjavur,Tamil Nadu,10.728,79.04692,Zeon Charging,Public,CCS (Type 2),30
"Kaveri Garage, Tiruchirapalli",Tiruchirappalli,Tamil Nadu,10.85843,78.71129,Zeon Charging,Public,CCS (Type 2),30
"Kaveri Garage, Tiruchirapalli",Tiruchirappalli,Tamil Nadu,10.85843,78.71129,Zeon Charging,Public,CCS (Type 2),50
Hotel Arun Cafe,Viralimalai,Tamil Nadu,10.6244,78.56317,Zeon Charging,Public,CCS (Type 2),24
"Kaveri Garage, Piratiyur",Piratiyur,Tamil Nadu,10.79194,78.65714,Zeon Charging,Public,CCS (Type 2),24
Hotel Malar,Karaikudi,Tamil Nadu,10.07009,78.76079,Zeon Charging,Public,CCS (Type 2),30
Regency Tuticorin by GRT Hotels,Thoothukudi,Tamil Nadu,8.7816,78.10053,Zeon Charging,Public,Type 2 (Tethered Connector) ,22
Regency Tuticorin by GRT Hotels,Thoothukudi,Tamil Nadu,8.7816,78.10053,Zeon Charging,Public,CCS (Type 2),30
Pearl Garden Resort,Veerapandianpattinam,Tamil Nadu,8.53918,78.11771,Zeon Charging,Public,CCS (Type 2),24
"Sree Saravana Bhavan, Sankagiri",Sangagiri,Tamil Nadu,11.4866,77.99226,Zeon Charging,Public,CCS (Type 2),30
"Sree Saravana Bhavan, Sankagiri",Sangagiri,Tamil Nadu,11.4866,77.99226,Zeon Charging,Public,CCS (Type 2),30
"Milky Mist Cafe, Erode Sathy Highway",Erode,Tamil Nadu ,11.3998,77.62536,Zeon Charging,Public,CCS (Type 2),50
Texvalley,Erode,Tamil Nadu,11.37172,77.64731,Zeon Charging,Public,IEC 60309 3-pin,3.3
Texvalley,Erode,Tamil Nadu,11.37172,77.64731,Zeon Charging,Public,CCS (Type 2),60
Texvalley,Erode,Tamil Nadu,11.37172,77.64731,Zeon Charging,Public,Type 2 (Tethered Connector) ,22
Texvalley,Erode,Tamil Nadu,11.37172,77.64731,Zeon Charging,Public,CCS (Type 2),30
Victory Tata,Erode,Tamil Nadu,11.31239,77.66505,Zeon Charging,Public,CCS (Type 2),24
Sri Kongu Bakes,Perundurai,Tamil Nadu,11.28353,77.55823,Zeon Charging,Public,CCS (Type 2),30
Sri Kongu Bakes,Perundurai,Tamil Nadu,11.28353,77.55823,Zeon Charging,Public,IEC 60309 3-pin,3.3
Junior Kuppanna,Avinashi,Tamil Nadu,11.17708,77.24713,Zeon Charging,Public,CCS (Type 2),30
"Sree Annapoorna Hotel, Avinashi",Avinashi,Tamil Nadu,11.17513,77.26342,Zeon Charging,Public,CCS (Type 2),60
Cafe Udupi Ruchi,Avinashi,Tamil Nadu,11.17719,77.28392,Zeon Charging,Public,CCS (Type 2),50
Annapoorna - NH Avinashi,Avinashi,Tamil Nadu,11.1778,77.28318,Zeon Charging,Public,CCS (Type 2),30
"Ibex River Resort, Pollachi",Pollachi,Tamil Nadu,10.64693,76.91992,Zeon Charging,Public,Type 2 (Tethered Connector) ,7.4
Travlounge - Palakkad,Walayar,Kerala ,10.82633,76.82033,Zeon Charging,Public,CCS (Type 2),30
 Adyar Ananda Bhavan Navakkarai,Navakkarai,Tamil Nadu,10.85592,76.86251,Zeon Charging,Public,CCS (Type 2),50
 Adyar Ananda Bhavan Navakkarai,Navakkarai,Tamil Nadu,10.85592,76.86251,Zeon Charging,Public,CCS (Type 2),60
"SR Jungle Resort, Anaikatti",Anaikatti,Tamil Nadu ,11.11848,76.75985,Zeon Charging,Public,Type 2 (Tethered Connector) ,22
"SR Jungle Resort, Anaikatti",Anaikatti,Tamil Nadu ,11.11848,76.75985,Zeon Charging,Public,Type 2 (Tethered Connector) ,22
Sundaram Motors Coimbatore,Coimbatore,Tamil Nadu,10.91863,76.98461,Chargezone (India),Public,CCS (Type 2),45
